Family,Member,Total_Images,Avg_Similarity,Status
F0911,MID3,5,0.6587432026863098,processed
F0096,MID5,9,0.6276370286941528,processed
F0096,MID6,4,0.6093759536743164,processed
F0096,MID1,18,0.5620607137680054,processed
F0096,MID2,3,0.6849102973937988,processed
F0096,MID7,4,0.4726487100124359,processed
F0096,MID3,3,0.6445141434669495,processed
F0279,MID2,10,0.7842606902122498,processed
F0279,MID1,10,0.7784315347671509,processed
F0585,MID6,2,0.6617177724838257,processed
F0585,MID3,2,0.849172055721283,processed
F0585,MID4,3,0.8370978236198425,processed
F0585,MID5,4,0.6848490834236145,processed
F0585,MID1,8,0.6271530389785767,processed
F0277,MID2,4,0.6944679617881775,processed
F0277,MID1,6,0.6426160335540771,processed
F0624,MID2,2,0.9618968963623047,processed
F0624,MID1,2,0.9423120021820068,processed
F0548,MID1,14,0.6237656474113464,processed
F0548,MID2,10,0.6139246821403503,processed
F0548,MID3,6,0.6096251606941223,processed
F0926,MID2,6,0.5437259078025818,processed
F0926,MID5,2,0.7779402136802673,processed
F0926,MID3,2,0.5887390375137329,processed
F0926,MID1,8,0.5198934078216553,processed
F0926,MID4,6,0.3572636544704437,processed
F0181,MID1,9,0.6191750764846802,processed
F0181,MID2,6,0.49644067883491516,processed
F0181,MID4,2,0.5600883960723877,processed
F0181,MID3,2,0.5439668297767639,processed
F0477,MID2,8,0.6075698137283325,processed
F0477,MID1,10,0.6870695948600769,processed
F0031,MID4,9,0.6248111724853516,processed
F0031,MID3,7,0.6189146041870117,processed
F0031,MID1,7,0.5920282602310181,processed
F0031,MID5,6,0.6764004230499268,processed
F0031,MID2,5,0.718313992023468,processed
F0696,MID4,6,0.6121872067451477,processed
F0696,MID1,14,0.6944518685340881,processed
F0696,MID3,9,0.6219086647033691,processed
F0696,MID2,5,0.6870104074478149,processed
F0696,MID6,6,0.665515124797821,processed
F0696,MID5,4,0.6633098721504211,processed
F0428,MID3,2,0.8006089329719543,processed
F0428,MID2,4,0.6882619857788086,processed
F0428,MID1,3,0.8092034459114075,processed
F0615,MID3,5,0.4300791621208191,processed
F0615,MID2,9,0.42648136615753174,processed
F0615,MID1,8,0.6119175553321838,processed
F0629,MID2,6,0.7196382880210876,processed
F0629,MID1,8,0.6678445339202881,processed
F0629,MID3,2,0.7941874861717224,processed
F0459,MID1,5,0.6379498243331909,processed
F0459,MID7,2,0.5305850505828857,processed
F0525,MID4,2,0.9174759387969971,processed
F0525,MID2,9,0.3750925362110138,processed
F0525,MID3,8,0.4222460389137268,processed
F0525,MID1,8,0.6095669865608215,processed
F0084,MID3,2,0.737030029296875,processed
F0084,MID5,4,0.6999763250350952,processed
F0084,MID4,8,0.6113157272338867,processed
F0084,MID2,3,0.5327763557434082,processed
F0084,MID1,6,0.4455510079860687,processed
F0541,MID2,9,0.564831018447876,processed
F0541,MID5,3,0.8140933513641357,processed
F0541,MID1,5,0.6475449800491333,processed
F0541,MID4,5,0.45684680342674255,processed
F0631,MID4,4,0.5134218335151672,processed
F0631,MID5,3,0.5461320877075195,processed
F0631,MID3,4,0.46491414308547974,processed
F0631,MID2,5,0.513968288898468,processed
F0631,MID1,9,0.3159153461456299,processed
F0965,MID2,4,0.5696539878845215,processed
F0965,MID7,3,0.657853364944458,processed
F0965,MID3,3,0.6146018505096436,processed
F0965,MID5,2,0.7168703079223633,processed
F0965,MID1,8,0.5645893812179565,processed
F0965,MID6,2,0.7102258801460266,processed
F0242,MID4,5,0.642593264579773,processed
F0242,MID1,10,0.6878980994224548,processed
F0242,MID2,8,0.7429512739181519,processed
F0242,MID3,3,0.8066777586936951,processed
F0242,MID5,3,0.8363781571388245,processed
F0814,MID3,8,0.7569228410720825,processed
F0814,MID1,7,0.6003130674362183,processed
F0814,MID4,3,0.8231799602508545,processed
F0814,MID5,4,0.5661113858222961,processed
F0814,MID2,5,0.7345796823501587,processed
F0989,MID3,10,0.6240338683128357,processed
F0989,MID8,8,0.38417840003967285,processed
F0989,MID4,18,0.5081140995025635,processed
F0989,MID7,5,0.48711156845092773,processed
F0989,MID1,4,0.4771876037120819,processed
F0989,MID5,5,0.6251434087753296,processed
F0989,MID6,10,0.473478227853775,processed
F0946,MID2,7,0.42367681860923767,processed
F0946,MID1,4,0.6712028980255127,processed
F0946,MID3,5,0.6052571535110474,processed
F0451,MID2,2,0.7202702760696411,processed
F0451,MID1,2,0.5655422806739807,processed
F0451,MID3,2,0.7062402963638306,processed
F0571,MID2,7,0.744828999042511,processed
F0571,MID3,4,0.7698092460632324,processed
F0571,MID1,10,0.6941564083099365,processed
F0403,MID2,7,0.6251260638237,processed
F0403,MID4,3,0.48640403151512146,processed
F0403,MID1,9,0.5941773653030396,processed
F0403,MID3,4,0.5961933732032776,processed
F0120,MID6,2,0.7175323963165283,processed
F0120,MID5,4,0.6437176465988159,processed
F0120,MID1,6,0.5761063694953918,processed
F0120,MID3,4,0.7725275158882141,processed
F0120,MID2,2,0.8077621459960938,processed
F0788,MID4,2,0.9162051677703857,processed
F0788,MID1,10,0.5684767365455627,processed
F0788,MID5,2,0.9400635957717896,processed
F0788,MID2,7,0.6087794303894043,processed
F0095,MID2,7,0.6268986463546753,processed
F0095,MID1,7,0.7376316785812378,processed
F0339,MID4,6,0.7121104598045349,processed
F0339,MID3,5,0.7370480895042419,processed
F0339,MID1,10,0.6877402663230896,processed
F0339,MID5,3,0.6852205395698547,processed
F0339,MID2,5,0.6474161148071289,processed
F0015,MID1,17,0.5447027683258057,processed
F0015,MID2,17,0.5748152732849121,processed
F0015,MID3,12,0.4231426417827606,processed
F0015,MID4,12,0.5832729935646057,processed
F0845,MID2,6,0.7022696137428284,processed
F0845,MID1,10,0.7610718011856079,processed
F0845,MID3,6,0.7143909335136414,processed
F0299,MID5,6,0.6796112656593323,processed
F0299,MID3,4,0.5273294448852539,processed
F0299,MID1,18,0.5423340797424316,processed
F0299,MID2,19,0.5049364566802979,processed
F0018,MID4,6,0.6861488819122314,processed
F0018,MID1,15,0.6872608661651611,processed
F0018,MID2,8,0.7769078016281128,processed
F0246,MID4,3,0.5425081253051758,processed
F0246,MID1,8,0.5516282320022583,processed
F0246,MID5,2,0.7454482913017273,processed
F0246,MID2,2,0.8417606353759766,processed
F0178,MID2,4,0.796893298625946,processed
F0178,MID1,12,0.6477793455123901,processed
F0178,MID3,8,0.7239891290664673,processed
F0842,MID3,4,0.7387731075286865,processed
F0842,MID4,2,0.7233924865722656,processed
F0842,MID1,10,0.6820103526115417,processed
F0842,MID2,4,0.7465550303459167,processed
F0523,MID1,4,0.6762425303459167,processed
F0523,MID3,2,0.6216928958892822,processed
F0523,MID2,4,0.5060526728630066,processed
F0163,MID5,5,0.6693076491355896,processed
F0163,MID4,5,0.44790807366371155,processed
F0163,MID3,4,0.6053791046142578,processed
F0163,MID6,5,0.4499228894710541,processed
F0163,MID1,9,0.6101425290107727,processed
F0163,MID2,8,0.713441014289856,processed
F0838,MID6,3,0.46028804779052734,processed
F0838,MID4,5,0.5983213186264038,processed
F0838,MID5,4,0.6717016100883484,processed
F0838,MID1,8,0.5441845059394836,processed
F0875,MID3,4,0.592745304107666,processed
F0875,MID4,2,0.916686475276947,processed
F0875,MID2,6,0.8017318248748779,processed
F0875,MID1,10,0.6614900231361389,processed
F0456,MID3,6,0.6246562004089355,processed
F0456,MID4,4,0.6647435426712036,processed
F0456,MID1,10,0.6342053413391113,processed
F0456,MID2,8,0.687268853187561,processed
F0011,MID3,7,0.4236114025115967,processed
F0011,MID4,3,0.5956631898880005,processed
F0011,MID1,4,0.6434431076049805,processed
F0011,MID2,8,0.5026282072067261,processed
F0639,MID3,2,0.8656872510910034,processed
F0202,MID5,5,0.4887109398841858,processed
F0202,MID3,8,0.6570718288421631,processed
F0202,MID4,2,0.7919673323631287,processed
F0202,MID2,3,0.8054232597351074,processed
F0202,MID1,10,0.4790422320365906,processed
F0789,MID2,11,0.6219866275787354,processed
F0789,MID1,11,0.7066978216171265,processed
F0653,MID2,4,0.5750875473022461,processed
F0653,MID1,8,0.5259931087493896,processed
F0653,MID5,4,0.6353925466537476,processed
F0653,MID4,4,0.5373478531837463,processed
F0653,MID3,5,0.5183631181716919,processed
F0740,MID6,3,0.8067033290863037,processed
F0740,MID4,2,0.852924108505249,processed
F0740,MID9,4,0.7669175863265991,processed
F0740,MID7,2,0.7845876216888428,processed
F0740,MID5,2,0.8175818920135498,processed
F0740,MID3,2,0.8706096410751343,processed
F0740,MID8,3,0.8398128151893616,processed
F0740,MID1,8,0.535245954990387,processed
F0150,MID7,2,0.8625839948654175,processed
F0150,MID4,5,0.651386559009552,processed
F0150,MID5,5,0.6887025833129883,processed
F0150,MID1,6,0.6176440715789795,processed
F0150,MID2,4,0.7698113918304443,processed
F0150,MID8,2,0.8634405136108398,processed
F0150,MID3,2,0.8208045363426208,processed
F0274,MID3,6,0.6856756210327148,processed
F0274,MID1,7,0.613535463809967,processed
F0274,MID2,5,0.6258587837219238,processed
F0274,MID4,5,0.6108638644218445,processed
F0635,MID5,5,0.6603021621704102,processed
F0635,MID1,8,0.7058807611465454,processed
F0635,MID4,5,0.581787645816803,processed
F0635,MID3,4,0.8311731219291687,processed
F0580,MID1,13,0.6633027195930481,processed
F0580,MID2,5,0.6802871227264404,processed
F0580,MID3,7,0.7117434740066528,processed
F0580,MID4,4,0.8304423093795776,processed
F0822,MID1,2,0.6052895784378052,processed
F0424,MID3,2,0.7747630476951599,processed
F0424,MID2,7,0.6969055533409119,processed
F0424,MID1,7,0.7387024164199829,processed
F0605,MID2,4,0.7812580466270447,processed
F0605,MID1,3,0.8495740294456482,processed
F0048,MID3,3,0.7787579894065857,processed
F0048,MID5,3,0.6831371784210205,processed
F0048,MID4,3,0.7109060287475586,processed
F0048,MID1,8,0.6550121903419495,processed
F0048,MID6,2,0.8030295372009277,processed
F0048,MID2,4,0.7420682311058044,processed
F0394,MID3,2,0.6281015872955322,processed
F0394,MID1,4,0.533710241317749,processed
F0394,MID2,3,0.6144962310791016,processed
F0602,MID2,2,0.6184989213943481,processed
F0602,MID7,3,0.5709753036499023,processed
F0602,MID5,7,0.7474555969238281,processed
F0602,MID1,8,0.37184467911720276,processed
F0602,MID8,2,0.8501596450805664,processed
F0602,MID9,3,0.5026960968971252,processed
F0602,MID3,2,0.5224112272262573,processed
F0602,MID4,6,0.5673989653587341,processed
F0542,MID3,9,0.4031270742416382,processed
F0542,MID7,3,0.6832395195960999,processed
F0542,MID1,10,0.4216442108154297,processed
F0542,MID6,6,0.6349064111709595,processed
F0542,MID2,10,0.41563573479652405,processed
F0542,MID8,2,0.7437020540237427,processed
F0542,MID5,5,0.45478782057762146,processed
F0542,MID4,5,0.6486071348190308,processed
F0257,MID2,4,0.6376315355300903,processed
F0257,MID4,3,0.7442336678504944,processed
F0257,MID1,8,0.6449199318885803,processed
F0257,MID3,2,0.8004328012466431,processed
F0105,MID3,6,0.3734520375728607,processed
F0105,MID4,6,0.6314706206321716,processed
F0105,MID1,10,0.681427538394928,processed
F0105,MID5,6,0.5360315442085266,processed
F0105,MID6,2,0.5705639123916626,processed
F0105,MID2,4,0.7757678031921387,processed
F0969,MID1,7,0.7047104239463806,processed
F0969,MID3,6,0.665102481842041,processed
F0969,MID4,2,0.8379708528518677,processed
F0969,MID2,2,0.8144972324371338,processed
F0969,MID5,5,0.6263992190361023,processed
F0035,MID3,5,0.5365116596221924,processed
F0035,MID2,6,0.6845706105232239,processed
F0035,MID1,9,0.6478362679481506,processed
F0153,MID2,2,0.8343174457550049,processed
F0153,MID4,3,0.5367926359176636,processed
F0153,MID1,4,0.6454605460166931,processed
F0686,MID1,14,0.6775484681129456,processed
F0686,MID4,18,0.6121218204498291,processed
F0686,MID2,13,0.5566461086273193,processed
F0686,MID6,4,0.8317362666130066,processed
F0686,MID3,21,0.6470428705215454,processed
F0686,MID5,3,0.711273193359375,processed
F0361,MID1,9,0.7545329332351685,processed
F0361,MID2,5,0.6768146753311157,processed
F0361,MID4,9,0.4861963093280792,processed
F0361,MID3,9,0.5710530281066895,processed
F0895,MID1,10,0.8144394159317017,processed
F0895,MID4,5,0.8104372024536133,processed
F0895,MID2,7,0.7996759414672852,processed
F0081,MID8,2,0.7743419408798218,processed
F0081,MID1,6,0.6441633105278015,processed
F0081,MID6,3,0.7794625163078308,processed
F0081,MID2,7,0.7124695181846619,processed
F0001,MID1,6,0.7407567501068115,processed
F0001,MID2,5,0.797815203666687,processed
F0001,MID4,3,0.7658948302268982,processed
F0761,MID1,8,0.7202465534210205,processed
F0761,MID3,6,0.5087637901306152,processed
F0761,MID2,9,0.6402127146720886,processed
F0005,MID2,8,0.48662346601486206,processed
F0005,MID3,6,0.7596337199211121,processed
F0005,MID1,10,0.6032253503799438,processed
F0168,MID3,5,0.5126076936721802,processed
F0168,MID4,4,0.4981731176376343,processed
F0168,MID2,7,0.42700865864753723,processed
F0168,MID1,7,0.7171400189399719,processed
F0896,MID2,5,0.7916659116744995,processed
F0896,MID1,8,0.7204310894012451,processed
F0896,MID3,4,0.6952145099639893,processed
F0896,MID4,3,0.7706214785575867,processed
F0076,MID1,8,0.6007224321365356,processed
F0076,MID5,4,0.41539064049720764,processed
F0076,MID4,6,0.519570529460907,processed
F0076,MID6,2,0.7695452570915222,processed
F0076,MID3,4,0.5127686858177185,processed
F0076,MID2,5,0.440548837184906,processed
F0601,MID40,2,0.7247800827026367,processed
F0601,MID10,18,0.4022758901119232,processed
F0601,MID1,28,0.4736136794090271,processed
F0601,MID2,83,0.41469287872314453,processed
F0601,MID7,53,0.36491140723228455,processed
F0601,MID44,3,0.7956066131591797,processed
F0601,MID9,35,0.4066424071788788,processed
F0601,MID6,109,0.3184657394886017,processed
F0601,MID5,70,0.4657265841960907,processed
F0601,MID11,36,0.4183988869190216,processed
F0601,MID8,25,0.32568359375,processed
F0601,MID3,10,0.445157527923584,processed
F0601,MID37,3,0.6547002792358398,processed
F0601,MID34,4,0.40480658411979675,processed
F0601,MID12,45,0.4298679232597351,processed
F0601,MID29,5,0.4404521882534027,processed
F0601,MID33,16,0.4411347806453705,processed
F0601,MID19,77,0.4330471456050873,processed
F0601,MID42,13,0.5351759791374207,processed
F0601,MID4,11,0.46841907501220703,processed
F0601,MID25,2,0.6597900390625,processed
F0601,MID43,7,0.603870689868927,processed
F0601,MID26,2,0.6392192840576172,processed
F0601,MID20,61,0.4949077367782593,processed
F0601,MID13,5,0.47573843598365784,processed
F0601,MID16,24,0.34022167325019836,processed
F0601,MID32,5,0.6141659617424011,processed
F0601,MID35,4,0.6806071400642395,processed
F0601,MID31,2,0.7296707630157471,processed
F0601,MID30,2,0.6952592134475708,processed
F0601,MID14,12,0.37838098406791687,processed
F0601,MID22,22,0.4720485806465149,processed
F0601,MID39,3,0.7023470401763916,processed
F0601,MID15,11,0.580598771572113,processed
F0601,MID45,3,0.7476000785827637,processed
F0601,MID18,13,0.3383205235004425,processed
F0601,MID28,13,0.3519960939884186,processed
F0601,MID21,41,0.40458133816719055,processed
F0545,MID5,5,0.6811630129814148,processed
F0545,MID6,3,0.5070251822471619,processed
F0545,MID1,22,0.5127571225166321,processed
F0545,MID4,4,0.4276038110256195,processed
F0545,MID3,16,0.47958850860595703,processed
F0545,MID2,10,0.5409796833992004,processed
F0677,MID2,5,0.7089774012565613,processed
F0677,MID1,5,0.595761775970459,processed
F0891,MID3,8,0.6725522875785828,processed
F0891,MID1,8,0.6675201654434204,processed
F0891,MID2,5,0.6522469520568848,processed
F0798,MID4,6,0.7092370390892029,processed
F0798,MID5,4,0.6737323999404907,processed
F0798,MID2,5,0.6544705033302307,processed
F0798,MID3,5,0.6940945386886597,processed
F0798,MID1,5,0.7098106145858765,processed
F0765,MID5,4,0.6000766158103943,processed
F0765,MID1,4,0.7544362545013428,processed
F0765,MID2,9,0.6346683502197266,processed
F0765,MID3,2,0.5789411067962646,processed
F0210,MID2,2,0.7984646558761597,processed
F0210,MID1,4,0.6572076082229614,processed
F0154,MID3,4,0.5090640187263489,processed
F0154,MID2,2,0.5954819321632385,processed
F0154,MID1,6,0.5230056047439575,processed
F0154,MID4,7,0.6157060265541077,processed
F1001,MID2,6,0.8197252750396729,processed
F1001,MID3,5,0.7082304358482361,processed
F1001,MID1,8,0.7210249900817871,processed
F0032,MID2,10,0.5406275987625122,processed
F0032,MID3,2,0.7348912358283997,processed
F0032,MID1,14,0.36705946922302246,processed
F0032,MID4,3,0.6578364968299866,processed
F0322,MID3,6,0.8266285061836243,processed
F0322,MID2,12,0.7396782040596008,processed
F0322,MID1,12,0.7184826731681824,processed
F0773,MID2,6,0.7264016270637512,processed
F0773,MID3,4,0.7208018898963928,processed
F0773,MID1,8,0.7286025285720825,processed
F0131,MID1,7,0.5868886113166809,processed
F0131,MID2,5,0.665863573551178,processed
F0294,MID2,5,0.7006457448005676,processed
F0294,MID4,2,0.7678576707839966,processed
F0294,MID3,5,0.5959076285362244,processed
F0294,MID1,9,0.5966500043869019,processed
F0880,MID2,6,0.5348520278930664,processed
F0880,MID1,9,0.57984459400177,processed
F0880,MID3,7,0.5731450915336609,processed
F0880,MID4,2,0.7355145215988159,processed
F0625,MID1,9,0.7819807529449463,processed
F0625,MID4,4,0.6743210554122925,processed
F0625,MID2,6,0.7683095335960388,processed
F0625,MID3,7,0.6419788002967834,processed
F0623,MID1,11,0.7088307738304138,processed
F0623,MID2,11,0.716541588306427,processed
F0537,MID4,6,0.6574098467826843,processed
F0537,MID3,5,0.714964747428894,processed
F0537,MID5,6,0.706754744052887,processed
F0537,MID2,8,0.6496074199676514,processed
F0537,MID6,5,0.647782027721405,processed
F0537,MID1,8,0.7326794862747192,processed
F0596,MID2,7,0.7359709739685059,processed
F0596,MID4,9,0.620461106300354,processed
F0596,MID3,5,0.5924811959266663,processed
F0596,MID1,8,0.6602099537849426,processed
F0418,MID1,10,0.5002065896987915,processed
F0418,MID2,4,0.5491186380386353,processed
F0418,MID3,6,0.6110748648643494,processed
F0125,MID5,8,0.5587020516395569,processed
F0125,MID1,11,0.5044949054718018,processed
F0991,MID13,2,0.5611907839775085,processed
F0991,MID4,8,0.40051472187042236,processed
F0991,MID5,8,0.3449397385120392,processed
F0991,MID6,8,0.2537664771080017,processed
F0991,MID1,11,0.4733385145664215,processed
F0991,MID7,7,0.41190987825393677,processed
F0991,MID9,2,0.7582253217697144,processed
F0991,MID2,5,0.4127408564090729,processed
F0991,MID3,8,0.3528747260570526,processed
F0070,MID1,7,0.5980387926101685,processed
F0070,MID5,3,0.6572189331054688,processed
F0070,MID2,7,0.49890536069869995,processed
F0070,MID4,2,0.796660304069519,processed
F0070,MID3,2,0.603932797908783,processed
F0929,MID1,10,0.6918243765830994,processed
F0929,MID2,10,0.7012837529182434,processed
F0929,MID3,2,0.6890518665313721,processed
F0434,MID1,8,0.4664340615272522,processed
F0434,MID3,4,0.671628475189209,processed
F0434,MID2,3,0.5940344333648682,processed
F0944,MID4,2,0.7070604562759399,processed
F0944,MID3,7,0.6334311366081238,processed
F0944,MID2,7,0.6218801736831665,processed
F0944,MID1,10,0.6773443818092346,processed
F0645,MID7,4,0.7767685651779175,processed
F0645,MID5,4,0.7593919634819031,processed
F0645,MID6,3,0.7762442231178284,processed
F0645,MID1,8,0.7055093050003052,processed
F0645,MID2,4,0.7498068809509277,processed
F0645,MID8,2,0.7557556629180908,processed
F0590,MID4,5,0.6512863039970398,processed
F0590,MID8,2,0.8249422311782837,processed
F0590,MID3,3,0.7887797355651855,processed
F0590,MID1,11,0.6857564449310303,processed
F0590,MID6,3,0.6999280452728271,processed
F0590,MID2,2,0.8339099884033203,processed
F0590,MID5,4,0.67726731300354,processed
F0444,MID3,10,0.5148917436599731,processed
F0444,MID4,5,0.500419020652771,processed
F0444,MID1,14,0.4448121190071106,processed
F0444,MID2,4,0.6613460779190063,processed
F0239,MID1,8,0.7502140402793884,processed
F0239,MID3,4,0.7719587683677673,processed
F0239,MID4,5,0.7638515830039978,processed
F0239,MID2,4,0.7475406527519226,processed
F0107,MID5,3,0.6798968315124512,processed
F0107,MID1,10,0.6953604817390442,processed
F0107,MID9,2,0.8539832830429077,processed
F0107,MID2,7,0.5749839544296265,processed
F0107,MID4,8,0.6067008972167969,processed
F0107,MID3,8,0.642911434173584,processed
F1013,MID5,6,0.6680415272712708,processed
F1013,MID1,11,0.6713076233863831,processed
F1013,MID4,7,0.5995487570762634,processed
F1013,MID2,9,0.6885119676589966,processed
F1013,MID3,8,0.6634858846664429,processed
F0521,MID3,4,0.5719789862632751,processed
F0521,MID1,9,0.7570883631706238,processed
F0521,MID2,5,0.6674622297286987,processed
F0717,MID5,3,0.7349748015403748,processed
F0717,MID6,2,0.8500922918319702,processed
F0717,MID2,2,0.7880109548568726,processed
F0717,MID1,7,0.6586767435073853,processed
F0717,MID4,3,0.5706464052200317,processed
F0717,MID3,3,0.4283628761768341,processed
F0104,MID1,7,0.6250680685043335,processed
F0104,MID3,3,0.7244184017181396,processed
F0104,MID2,9,0.5856044292449951,processed
F0104,MID4,2,0.8292572498321533,processed
F0194,MID3,3,0.5443048477172852,processed
F0194,MID2,2,0.9226206541061401,processed
F0194,MID6,2,0.7363314628601074,processed
F0194,MID1,8,0.583567202091217,processed
F0194,MID4,3,0.5356101989746094,processed
F0918,MID3,6,0.7072486877441406,processed
F0918,MID5,4,0.47983187437057495,processed
F0918,MID2,5,0.5252265930175781,processed
F0918,MID6,3,0.8016069531440735,processed
F0918,MID4,5,0.4683004319667816,processed
F0918,MID1,9,0.5788784623146057,processed
F0116,MID2,4,0.614090085029602,processed
F0116,MID5,2,0.7349680662155151,processed
F0116,MID1,8,0.4942079186439514,processed
F0116,MID4,3,0.7989468574523926,processed
F0116,MID3,2,0.8028953671455383,processed
F0442,MID8,2,0.8882771134376526,processed
F0442,MID2,3,0.6693831086158752,processed
F0442,MID7,2,0.8640103340148926,processed
F0442,MID1,12,0.6505296230316162,processed
F0442,MID5,3,0.7002668976783752,processed
F0442,MID3,2,0.5622373223304749,processed
F0442,MID6,3,0.8264525532722473,processed
F0442,MID4,3,0.6474819779396057,processed
F0874,MID5,4,0.7185354232788086,processed
F0874,MID1,10,0.6369715929031372,processed
F0874,MID4,5,0.6066811680793762,processed
F0874,MID3,5,0.6628416180610657,processed
F0874,MID6,2,0.8142308592796326,processed
F0874,MID2,3,0.8113400936126709,processed
F0776,MID2,5,0.7711519002914429,processed
F0776,MID1,7,0.6671088337898254,processed
F0776,MID3,5,0.7096191644668579,processed
F0535,MID4,2,0.8666861057281494,processed
F0535,MID1,10,0.7451407313346863,processed
F0535,MID2,2,0.8720875382423401,processed
F0535,MID3,7,0.8035094141960144,processed
F0303,MID2,13,0.605512261390686,processed
F0303,MID5,3,0.5542044639587402,processed
F0303,MID1,29,0.5791404247283936,processed
F0303,MID8,4,0.7840410470962524,processed
F0303,MID4,10,0.5815976858139038,processed
F0303,MID10,3,0.3954971730709076,processed
F0948,MID3,4,0.7194242477416992,processed
F0948,MID5,2,0.8109238147735596,processed
F0948,MID4,3,0.5591974258422852,processed
F0948,MID1,3,0.7227680087089539,processed
F0380,MID7,3,0.676063060760498,processed
F0380,MID3,7,0.45185327529907227,processed
F0380,MID5,2,0.7104198336601257,processed
F0380,MID6,2,0.5799820423126221,processed
F0380,MID2,11,0.561714231967926,processed
F0380,MID1,13,0.4914913773536682,processed
F0380,MID4,8,0.5512166619300842,processed
F0915,MID3,3,0.6057342886924744,processed
F0915,MID2,6,0.7166329026222229,processed
F0915,MID4,2,0.7366143465042114,processed
F0915,MID1,9,0.5568320751190186,processed
F0915,MID6,2,0.7477928400039673,processed
F0179,MID1,2,0.8113996982574463,processed
F0179,MID2,2,0.7999691367149353,processed
F0933,MID1,9,0.7269917726516724,processed
F0933,MID2,10,0.6585914492607117,processed
F0933,MID5,7,0.5895605087280273,processed
F0933,MID3,8,0.7252581119537354,processed
F0933,MID4,8,0.67008376121521,processed
F0659,MID1,6,0.4783409833908081,processed
F0659,MID2,3,0.4853701591491699,processed
F0582,MID3,4,0.5140073299407959,processed
F0582,MID2,5,0.6654459238052368,processed
F0582,MID1,8,0.6817580461502075,processed
F0353,MID3,13,0.6645262241363525,processed
F0353,MID4,14,0.6137151718139648,processed
F0353,MID1,3,0.8426200747489929,processed
F0353,MID2,12,0.7330142855644226,processed
F0036,MID5,2,0.7612120509147644,processed
F0036,MID1,8,0.3679947257041931,processed
F0036,MID2,3,0.6899755001068115,processed
F0036,MID4,2,0.8088054656982422,processed
F0036,MID3,6,0.35500314831733704,processed
F0036,MID7,2,0.8841454982757568,processed
F0036,MID6,2,0.6540465354919434,processed
F0297,MID3,6,0.6237649321556091,processed
F0297,MID4,5,0.7105730772018433,processed
F0297,MID1,10,0.7014361023902893,processed
F0297,MID2,8,0.7679576873779297,processed
F0687,MID2,3,0.720649003982544,processed
F0687,MID4,4,0.8220651149749756,processed
F0687,MID1,3,0.7684915661811829,processed
F0778,MID3,5,0.7062811255455017,processed
F0778,MID1,10,0.5758358240127563,processed
F0778,MID2,4,0.7639467716217041,processed
F0610,MID4,4,0.7083240151405334,processed
F0610,MID1,6,0.616614043712616,processed
F0610,MID5,3,0.448453813791275,processed
F0610,MID2,3,0.6768441200256348,processed
F0610,MID3,6,0.5778617858886719,processed
F0591,MID3,4,0.619634747505188,processed
F0591,MID1,4,0.6137028336524963,processed
F0051,MID2,4,0.6479833126068115,processed
F0051,MID4,8,0.38952600955963135,processed
F0051,MID3,2,0.6650940179824829,processed
F0051,MID1,6,0.6833321452140808,processed
F0678,MID4,2,0.7394707798957825,processed
F0678,MID2,6,0.6036756634712219,processed
F0678,MID1,7,0.5684328079223633,processed
F0678,MID5,2,0.802438497543335,processed
F0050,MID1,5,0.6525503396987915,processed
F0050,MID3,3,0.6125741600990295,processed
F0050,MID2,5,0.6697373390197754,processed
F0723,MID2,6,0.47579774260520935,processed
F0723,MID1,4,0.6066027879714966,processed
F0723,MID3,7,0.5447989702224731,processed
F0622,MID2,11,0.5449938774108887,processed
F0622,MID6,3,0.551588773727417,processed
F0622,MID4,4,0.6765725016593933,processed
F0622,MID1,16,0.6074407696723938,processed
F0622,MID3,4,0.49528968334198,processed
F0622,MID5,3,0.5617567300796509,processed
F0739,MID4,11,0.38353225588798523,processed
F0739,MID1,15,0.479469358921051,processed
F0739,MID3,8,0.5183836817741394,processed
F0739,MID2,3,0.6927449703216553,processed
F0337,MID8,2,0.7419301271438599,processed
F0337,MID1,4,0.6617130041122437,processed
F0337,MID3,4,0.7536379098892212,processed
F0337,MID2,6,0.6485041975975037,processed
F0145,MID1,10,0.6894935369491577,processed
F0145,MID2,11,0.6248955130577087,processed
F0782,MID4,2,0.7630046606063843,processed
F0782,MID3,4,0.5324604511260986,processed
F0782,MID1,9,0.5897032618522644,processed
F0782,MID2,3,0.7780634760856628,processed
F0856,MID1,9,0.7250478267669678,processed
F0856,MID2,5,0.6831892132759094,processed
F0856,MID3,2,0.8198549747467041,processed
F0486,MID5,6,0.7825231552124023,processed
F0486,MID1,15,0.6468908190727234,processed
F0486,MID2,4,0.7911452054977417,processed
F0486,MID3,4,0.7235777378082275,processed
F0486,MID4,6,0.6551307439804077,processed
F0365,MID2,4,0.8087310791015625,processed
F0365,MID1,8,0.7349463105201721,processed
F0365,MID3,4,0.7534593343734741,processed
F0206,MID8,6,0.6633625030517578,processed
F0206,MID10,4,0.6126130819320679,processed
F0206,MID13,6,0.3258419334888458,processed
F0206,MID2,7,0.5140768885612488,processed
F0206,MID7,3,0.7238783836364746,processed
F0206,MID4,2,0.8285781741142273,processed
F0206,MID3,13,0.48035064339637756,processed
F0206,MID11,6,0.3159046769142151,processed
F0206,MID1,21,0.44236886501312256,processed
F0206,MID9,4,0.5517550706863403,processed
F0047,MID4,7,0.7420119643211365,processed
