threshold,accuracy,precision,recall,f1,tp,tn,fp,fn
-1.0,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.95,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.8999999999999999,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.8499999999999999,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.7999999999999998,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.7499999999999998,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.6999999999999997,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.6499999999999997,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.5999999999999996,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.5499999999999996,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.49999999999999956,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.4499999999999995,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.39999999999999947,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.3499999999999994,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.2999999999999994,0.5,0.5,1.0,0.6666666666666666,181186,0,181186,0
-0.24999999999999933,0.5000358747364587,0.5000179380117508,1.0,0.6666826113753231,181186,13,181173,0
-0.1999999999999993,0.5005353614517678,0.5002678492533357,0.9999061737661851,0.6668838459131651,181169,211,180975,17
-0.14999999999999925,0.5029472475798351,0.5014800033258502,0.9986367600145707,0.667676514217817,180939,1315,179871,247
-0.0999999999999992,0.5121311801132538,0.506189491943523,0.9921130771693177,0.6703548733554106,179757,5825,175361,1429
-0.049999999999999156,0.5366557018754209,0.5196111723001603,0.9712174229797004,0.6770133405149612,175971,18498,162688,5215
8.881784197001252e-16,0.5842173236342764,0.5501445941505093,0.9239621162782996,0.6896553144683882,167409,44295,136891,13777
0.05000000000000093,0.6442661132758601,0.6045928166714684,0.8339220469572705,0.7009775039550171,151095,82369,98817,30091
0.10000000000000098,0.687486891923217,0.6809243813845482,0.7056229510006292,0.69305368836463,127849,121277,59909,53337
0.15000000000000102,0.6915848906648416,0.765558658149409,0.5523053657567362,0.6416779683296944,100070,150541,30645,81116
0.20000000000000107,0.662760919717859,0.8438265127667016,0.3994513924916936,0.5422241867573682,72375,167791,13395,108811
0.2500000000000011,0.619551179450951,0.9037314545590099,0.26760897641098097,0.4129399841592928,48487,176021,5165,132699
0.30000000000000115,0.5749423244621549,0.938454583615874,0.1604042254920358,0.27397893049892763,29063,179280,1906,152123
0.3500000000000012,0.5433587584029671,0.9578622217041614,0.09070789133818286,0.16572217964748112,16435,180463,723,164751
0.40000000000000124,0.5221181548243242,0.9673469387755103,0.045781682911483226,0.08742576187941674,8295,180906,280,172891
0.4500000000000013,0.5110190632830351,0.9705397124675936,0.02272802534412151,0.044415921997098616,4118,181061,125,177068
0.5000000000000013,0.5053922488492488,0.967911877394636,0.011154283443533164,0.022054410336436153,2021,181119,67,179165
0.5500000000000014,0.5024118861280673,0.9571129707112971,0.005050059055335401,0.010047106104028723,915,181145,41,180271
0.6000000000000014,0.5011479915666773,0.9463519313304721,0.002433962888964931,0.004855437870213375,441,181161,25,180745
0.6500000000000015,0.5004608523837383,0.9113300492610837,0.0010210501915159007,0.002039814983268004,185,181168,18,181001
0.7000000000000015,0.5002731999161083,0.889763779527559,0.0006236684953583611,0.001246463298274255,113,181172,14,181073
0.7500000000000016,0.5001517777311713,0.8571428571428571,0.00036426655481107813,0.0007282236308568214,66,181175,11,181120
0.8000000000000016,0.5001103838044882,0.8703703703703703,0.0002594019405472829,0.0005186493047892297,47,181179,7,181139
0.8500000000000016,0.5000938262338149,0.8695652173913043,0.000220767608976411,0.0004414231482298932,40,181180,6,181146
0.9000000000000017,0.5000772686631417,0.9117647058823529,0.0001710948969567185,0.00034212559320163336,31,181183,3,181155
0.9500000000000017,0.5000220767608976,1.0,4.4153521795282196e-05,8.830314469574048e-05,8,181186,0,181178
1.0000000000000018,0.5,0.0,0.0,0.0,0,181186,0,181186
